sa2_maincode_2016,unemployment_mar_19,unemployment_jun_19
304011085,4.1,4.2
304021086,4.9,5.2
304021087,2.5,2.5
304021088,3.4,3.4
304021089,3.2,3.2
304021090,5.4,5.5
304021091,2.6,2.6
304031092,3.6,3.5
304031093,7.4,7.7
304031094,5.8,6.0
304031095,6.3,6.5
304031096,3.9,3.8
304031097,6.0,5.9
304041098,8.5,8.6
304041100,17.4,18.2
304041101,9.6,9.5
304041103,4.3,4.4
304041104,6.0,6.3
305011105,4.4,4.5
305011106,7.6,7.7
305011107,7.1,7.0
305011108,4.0,4.0
305011109,4.8,4.9
305011110,6.3,6.3
305011111,8.1,8.2
305011112,6.8,7.0
305021113,3.1,3.4
305021114,2.6,2.6
305021115,6.9,7.0
305021116,2.9,2.8
305021117,4.8,4.9
305021118,3.2,3.3
305031119,5.3,5.2
305031120,4.6,4.7
305031121,3.7,3.7
305031122,4.6,4.5
305031123,2.8,2.7
305031124,3.1,3.2
305031125,3.0,3.0
305031126,4.8,4.8
305031127,4.7,4.6
305031128,3.2,3.1
305031129,3.5,3.5
305031130,5.3,5.4
305031131,5.0,5.1
305041132,2.6,2.5
305041133,3.3,3.2
305041134,2.5,2.5
305041135,3.3,3.2
305041136,7.4,7.3
305041137,4.7,4.6
306011138,1.9,1.6
306011139,2.3,2.0
306011140,2.4,2.1
306011141,1.5,1.3
306011142,2.5,2.2
306011143,4.7,4.0
306021144,4.6,4.1
306021145,6.4,5.5
306021146,4.6,4.0
306021147,5.3,4.6
306021148,3.8,3.4
306021149,4.4,3.9
306021151,13.3,11.6
306021152,12.3,10.4
306021153,2.9,2.6
306021154,9.6,8.3
306021155,7.4,6.6
306021156,3.1,2.7
306021157,9.6,8.4
306031158,3.7,3.2
306031159,9.1,8.0
306031160,3.9,3.4
306031161,4.1,3.6
306031163,55.1,49.8
306041164,6.3,5.5
306041165,2.1,1.8
306051166,5.2,4.5
306051167,9.3,7.9
306051168,8.3,7.3
306051169,3.4,3.0
306051170,7.0,6.2
307011171,5.7,5.2
307011172,5.6,5.1
307011173,4.3,3.9
307011174,4.6,4.1
307011175,4.3,4.0
307011176,5.8,5.3
307011177,2.8,2.6
307011178,14.0,12.7
307021179,7.6,6.8
307021180,6.2,5.5
307021181,5.1,4.6
307021182,3.0,2.7
307021183,6.7,6.1
307031184,3.9,3.5
307031185,5.1,4.4
307031186,6.1,5.4
307031187,10.2,9.3
307031188,7.1,6.4
307031189,8.9,8.1
308011190,8.0,7.2
308011191,2.6,2.3
308011192,3.0,2.7
308031205,13.2,12.2
308031206,4.7,4.1
308031207,6.9,6.0
308031208,4.3,3.9
308031209,1.8,1.6
308031210,6.7,6.0
308031211,10.1,9.0
308031212,18.5,17.5
308031213,4.2,3.8
308031214,8.9,7.9
308031215,6.8,6.3
308031216,5.8,5.2
308031217,21.3,19.2
308031218,4.2,3.8
308031219,4.0,3.5
308031220,2.1,1.8
308031222,5.7,5.2
308031223,5.1,4.6
308041528,2.1,1.9
308041529,4.7,4.2
308051530,9.4,8.5
308051531,5.1,4.8
308051533,6.7,6.1
308051534,14.8,13.5
308051535,4.2,3.7
308051536,7.0,6.4
308051538,6.1,5.6
308051539,10.4,9.6
309011224,2.8,3.4
309011225,4.5,5.2
309011226,3.5,3.9
309011227,2.8,3.3
309011228,3.8,4.4
309011229,4.4,5.1
309021230,6.0,6.5
309021231,4.4,5.1
309021232,4.8,5.4
309021233,4.5,5.3
309021234,5.3,6.2
309031235,5.2,6.1
309031236,6.4,7.0
309031237,6.6,7.6
309031238,10.2,12.2
309031239,3.1,3.5
309031240,3.9,4.3
309041241,5.2,6.3
309041242,4.1,4.7
309051243,3.3,3.8
309051244,3.9,4.4
309051245,2.7,2.9
309061246,4.9,5.7
309061247,5.6,6.5
309061248,7.1,8.1
309061249,3.8,4.4
309061250,3.0,3.5
309071251,5.7,6.7
309071252,3.6,4.3
309071253,2.7,2.9
309071254,3.5,3.7
309071255,3.0,3.4
309071256,3.8,4.4
309071257,5.8,6.9
309071258,3.8,4.4
309081259,3.0,3.3
309081260,4.6,5.1
309081261,3.3,3.8
309081262,4.6,5.2
309091263,4.7,5.4
309091264,6.3,7.1
309091265,5.0,5.7
309091540,0.0,0.0
309091541,0.0,0.0
309101267,3.0,3.4
309101268,3.5,4.2
309101269,2.2,2.3
309101270,4.5,5.2
310011271,5.5,5.5
310011272,7.1,7.2
310011273,3.8,3.8
310011274,16.7,16.8
310011275,2.5,2.6
310011276,18.5,18.5
310021277,3.8,3.7
310021278,8.0,8.0
310021280,7.6,7.5
310021281,7.4,7.4
310021282,5.2,5.5
310031283,7.7,7.8
310031284,10.5,10.6
310031285,5.1,5.0
310031286,11.5,11.6
310031287,8.9,9.1
310031288,2.5,2.5
310031289,1.9,2.1
310031290,1.6,1.5
310031291,16.9,17.1
310031292,9.7,9.8
310031293,5.8,5.8
310031294,2.6,3.0
310031295,21.0,21.6
310041296,3.6,3.6
310041297,5.6,5.6
310041299,6.5,6.9
310041300,11.1,11.2
310041302,8.9,9.1
310041303,3.2,3.2
310041304,2.4,2.5
311011305,8.9,9.5
311021306,14.1,14.8
311021307,12.3,13.0
311021308,6.8,7.3
311021309,6.4,6.8
311021310,3.9,4.1
311031311,7.8,8.6
311031312,8.3,8.8
311031313,5.5,6.1
311031314,11.2,11.9
311031316,4.8,5.3
311031317,10.8,11.3
311031318,3.6,3.7
311031319,4.7,5.0
311041320,3.1,3.3
311041321,4.3,4.6
311041322,3.7,3.8
311051323,6.4,6.7
311051324,2.3,2.3
311051325,4.7,4.9
311051326,12.1,13.1
311051327,2.6,2.7
311051328,10.6,11.2
311061329,3.6,3.8
311061330,19.9,21.1
311061331,28.8,30.2
311061332,3.1,3.2
311061333,12.5,13.1
311061334,3.5,3.6
311061335,3.9,3.9
311061336,23.8,25.0
312011337,6.8,9.7
312011338,1.6,2.2
312011339,2.1,2.6
312011340,4.9,6.7
312011341,1.6,2.0
312021342,4.6,6.1
312021343,5.4,7.1
312021344,3.2,4.1
312021346,16.6,22.5
312021347,1.1,1.7
312021348,2.1,2.9
312021349,7.9,10.5
312021350,2.6,3.8
312021351,2.6,3.6
312021352,5.1,7.0
312021353,3.0,4.0
312021354,3.6,4.8
312021355,8.2,10.9
312021356,5.7,7.7
312021357,2.2,2.8
312021358,4.7,6.3
312031359,2.4,3.3
312031361,4.0,5.4
313011362,8.6,8.3
313011363,9.9,9.5
313021364,3.9,3.8
313021365,15.7,15.3
313021366,15.4,15.0
313021367,4.3,4.3
313021368,10.9,10.7
313021369,3.5,3.5
313031370,6.5,6.1
313031371,5.5,5.2
313041372,6.7,6.6
313041373,13.2,12.9
313041374,4.6,4.8
313041375,4.0,3.9
313041376,0.0,0.0
313051377,8.6,8.3
313051378,10.2,10.0
313051379,9.7,9.4
313051380,9.6,9.2
313051542,4.7,4.5
314011382,2.5,2.2
314011383,2.8,2.5
314011384,2.8,2.7
314011385,1.6,1.4
314011386,3.2,3.0
314011387,1.8,1.5
314021388,9.8,9.0
314021389,4.9,4.3
314021390,4.3,3.9
314031391,7.5,6.9
314031392,11.2,10.5
314031393,6.9,6.2
314031394,12.8,11.7
315011396,26.3,28.1
315011397,7.6,8.0
315011398,58.9,64.3
315011399,23.4,25.6
315011400,9.9,10.7
315011401,13.5,14.4
315011402,44.8,46.8
315011403,2.0,2.4
315021404,35.0,37.1
315021405,10.2,10.7
315021406,7.3,7.6
315021407,5.2,5.1
315031408,4.8,4.8
315031409,7.5,7.8
315031410,4.1,3.8
315031411,10.5,10.9
315031412,4.3,4.2
316011413,4.8,4.6
316011414,4.0,3.8
316011415,4.0,3.9
316011416,6.5,6.4
316021417,6.8,6.5
316021418,4.5,4.5
316021419,12.9,12.2
316021420,6.1,6.0
316021421,4.7,4.5
316021422,6.0,5.6
316021423,5.2,5.1
316021424,4.9,4.9
316031425,5.5,5.1
316031426,5.4,5.2
316031427,8.1,7.9
316031428,5.5,5.1
316051434,4.3,4.0
316051435,4.8,4.5
316051437,4.2,3.8
316051438,7.3,7.0
316051543,0.0,0.0
316051544,0.0,0.0
316061439,7.7,7.3
316061440,8.6,8.1
316061441,6.2,6.1
316061442,6.6,6.4
316061443,6.6,6.3
316061444,5.9,5.7
316071545,5.9,5.6
316071546,5.4,4.9
316071547,7.6,7.7
316071548,10.6,10.3
316081549,6.6,6.4
317011445,2.4,2.2
317011446,6.3,5.8
317011447,8.5,7.9
317011448,6.1,5.4
317011449,2.5,2.2
317011450,1.7,1.5
317011451,3.2,2.9
317011452,2.7,2.3
317011453,9.7,9.0
317011454,11.2,10.4
317011455,3.0,2.8
317011456,7.7,7.2
317011457,4.6,4.1
317011458,2.5,2.3
317011459,9.6,8.9
318011460,8.0,7.2
318011461,5.0,4.4
318011462,12.9,11.6
318011463,4.2,3.5
318011464,13.1,11.8
318011465,4.7,4.4
318011466,45.1,43.5
318021467,14.0,12.6
318021468,2.6,2.4
318021469,5.9,5.3
318021470,2.2,2.0
318021471,13.1,12.0
318021472,11.1,10.4
318021473,4.2,3.7
318021474,3.1,2.9
318021475,12.7,11.9
318021476,13.9,12.8
318021477,15.0,13.6
318021478,11.5,10.1
318021479,12.7,11.6
318021480,12.2,11.1
318021481,12.5,11.7
318021482,4.9,4.5
318021483,8.4,7.2
318021484,5.0,4.6
318021485,9.2,7.9
318021486,6.5,5.9
318021487,3.4,2.9
318021488,13.0,10.3
318021489,3.6,3.3
318021490,6.0,6.0
318021491,9.1,8.4
319011492,6.2,5.7
319011493,4.5,4.2
319011494,4.2,4.1
319011495,15.7,14.8
319011496,5.7,5.5
319011497,7.7,7.5
319011498,6.2,5.8
319011499,6.9,6.7
319011500,6.7,6.4
319011501,8.9,8.5
319011502,9.0,8.7
319021503,4.0,3.8
319021504,10.6,10.2
319021505,6.6,6.3
319021506,10.6,10.6
319021507,3.6,3.4
319021508,4.6,4.6
319021509,9.6,9.4
319031511,9.0,8.5
319031512,9.8,9.3
319031513,5.8,5.5
319031514,5.2,5.0
319031515,6.4,6.0
319041516,5.8,5.5
319041517,4.9,4.3
319041518,8.9,8.4
319041519,9.5,8.7
319041520,9.6,9.2
319041521,7.6,7.4
319051522,8.0,7.8
319051523,10.9,10.3
319051524,12.2,11.8
319051525,7.7,7.5
319051526,5.1,4.8
401011001,8.9,9.7
401011002,2.1,2.1
401021003,3.7,3.8
401021004,2.6,2.7
401021005,2.8,3.0
401021006,4.8,5.2
401021007,7.6,8.0
401021008,4.0,4.4
401021009,5.6,6.1
401021010,3.4,3.6
401031011,2.4,2.5
401031012,1.8,2.0
401031013,2.6,2.7
401041014,3.7,3.7
401041015,6.3,6.6
401041016,4.8,4.9
401051017,4.9,5.1
401051018,5.3,5.5
401051019,3.7,3.8
401061020,3.1,3.4
401061021,4.6,4.8
401061022,3.7,3.8
401071023,3.6,3.7
401071024,2.7,2.8
402011025,3.2,3.3
402011026,6.4,6.6
402011027,4.1,4.2
402021028,5.7,5.9
402021029,17.2,17.4
402021030,33.9,34.4
402021031,14.1,14.3
402021032,6.4,6.6
402021033,2.1,2.2
402021034,24.1,24.6
402021035,5.1,5.3
402031036,8.1,8.2
402031037,4.8,4.9
402031038,4.5,4.5
402041040,6.5,6.6
402041041,6.2,6.3
402041043,8.6,8.8
402041044,8.9,9.2
402041046,14.6,15.2
402041047,7.0,7.2
402041048,11.6,12.0
402041171,0.0,0.0
402041172,0.0,0.0
402051049,2.4,2.5
402051050,3.0,3.0
402051051,2.2,2.3
402051052,5.3,5.4
402051053,3.2,3.2
402051054,3.0,3.1
402051055,3.6,3.7
403011056,2.7,2.5
403011057,2.9,2.7
403021058,6.3,5.7
403021059,3.1,3.0
403021060,3.2,3.0
403021061,8.3,7.8
403021062,5.3,4.8
403021063,2.9,2.9
403021064,7.0,6.5
403031065,2.0,1.8
403031066,3.8,3.3
403031067,2.2,1.9
403031068,2.5,2.4
403031069,2.0,1.7
403031070,4.4,3.9
403041071,4.3,3.9
403041072,9.4,8.6
403041073,18.9,17.9
403041074,12.8,11.7
403041075,1.9,1.8
403041076,1.8,1.5
403041077,3.2,2.9
403041078,9.0,8.4
403041079,19.3,17.9
403041080,3.8,3.4
403041083,3.3,3.2
403041084,10.4,9.8
403041085,12.6,11.6
403041086,6.2,5.9
403041087,7.2,6.8
403041088,3.5,3.6
403041089,4.0,3.8
404011090,5.1,4.8
404011091,4.1,4.0
404011092,2.4,2.3
404011093,5.2,5.0
404011094,6.1,6.1
404011095,5.4,5.3
404011096,3.9,3.8
404011097,6.8,6.6
404021099,4.6,4.5
404021100,7.0,7.0
404021101,10.3,10.2
404021102,10.7,10.2
404031105,2.2,2.5
404031106,3.6,3.5
404031107,3.5,3.5
404031108,4.9,4.8
404031109,1.9,1.7
405011110,3.0,3.2
405011111,3.3,3.5
405011112,2.5,2.6
405011113,5.2,5.4
405011114,3.3,3.6
405011115,2.5,2.5
405021116,3.9,4.2
405021117,4.3,4.5
405021118,6.3,6.4
405021119,6.2,6.6
405031120,4.2,4.7
405031121,7.8,8.3
405031122,14.8,15.9
405031123,5.7,6.0
405041124,8.4,8.9
405041125,8.6,8.8
405041126,11.4,11.9
405041127,5.9,6.3
405041128,6.6,7.1
406011129,5.9,6.5
406011130,1.7,1.8
406011131,1.4,1.6
406011132,1.9,2.0
406011133,3.4,3.8
406011134,4.3,4.7
406011136,6.3,6.8
406021138,12.2,14.4
406021139,9.1,9.5
406021140,3.2,3.4
406021141,3.4,3.7
406021142,6.8,7.4
406021143,0.8,0.9
407011144,6.4,6.8
407011145,3.2,3.4
407011146,3.8,4.1
407011147,3.4,3.6
407011148,6.6,7.1
407011149,4.7,5.1
407021150,2.6,2.8
407021151,2.2,2.3
407021152,6.1,6.9
407021154,3.7,4.0
407021155,1.3,1.4
407021156,3.8,4.3
407021157,2.1,2.3
407021158,2.8,3.3
407021173,0.0,0.0
407021174,0.0,0.0
407031159,6.0,6.5
407031160,10.8,11.7
407031161,2.9,3.2
407031162,4.1,4.5
407031163,3.3,3.8
407031164,5.8,6.5
407031165,8.7,9.9
407031166,4.2,4.6
407031167,9.8,10.8
407031168,3.6,3.8
407031169,5.9,6.6
407031170,5.6,6.3
501011001,3.3,2.9
501011002,5.1,4.5
501011003,1.9,1.7
501011004,2.9,2.6
501021005,3.7,3.2
501021007,4.3,3.9
501021008,10.0,9.1
501021009,9.5,8.3
501021010,3.0,2.8
501021012,4.0,3.5
501021014,5.2,4.8
501021015,5.8,5.2
501021016,6.4,5.8
501021251,0.0,0.0
501021252,0.0,0.0
501021253,0.0,0.0
501021254,0.0,0.0
501031017,4.3,3.8
501031018,5.2,4.6
501031019,5.5,4.7
501031020,4.8,4.4
502011021,4.5,3.6
502011022,5.6,4.5
502011023,9.7,8.1
502011024,4.2,3.4
502011025,16.2,13.4
502011026,6.3,5.3
502011027,3.7,3.1
502011028,9.8,8.0
502011029,5.6,4.5
503011030,1.4,1.5
503011031,3.0,3.0
503011032,1.5,1.4
503011033,1.4,1.3
503011034,3.9,3.7
503011035,2.2,2.2
503011036,1.8,1.7
503021038,5.1,4.7
503021039,4.7,4.5
503021040,4.9,4.7
503021041,6.6,6.1
503021042,3.6,3.4
503021043,4.6,4.2
504011044,7.7,6.9
504011045,6.0,5.3
504011046,6.2,5.5
504011047,7.5,6.6
504011048,4.7,4.2
504021049,5.5,4.7
504021050,3.2,2.6
504021051,6.2,5.3
504021053,3.9,3.4
504021054,10.7,9.3
504031056,8.8,7.8
504031057,9.5,8.6
504031058,5.9,5.2
504031059,5.6,5.0
504031060,3.0,2.6
504031061,5.9,5.1
504031062,9.1,8.2
504031065,11.3,10.1
504031066,15.0,13.4
504031067,8.1,7.2
504031068,3.6,3.2
505011070,7.4,7.1
505011071,4.8,4.5
505011072,2.6,2.6
505011073,5.3,5.3
505011074,6.1,5.8
505011075,2.2,2.1
505011076,1.9,1.9
505011077,6.9,6.7
505011078,3.2,3.2
505011079,3.2,3.1
505011080,3.0,3.0
505011081,4.7,4.5
505011082,1.8,1.7
505011083,3.3,3.2
505021084,5.8,5.6
505021085,21.0,20.7
505021086,5.7,5.6
505021088,5.0,5.0
505021089,2.3,2.3
505021090,11.0,11.0
505021092,3.4,3.3
505021093,4.2,4.1
505021094,2.9,2.9
505021095,6.3,6.1
505021096,2.0,1.9
505021097,4.9,4.9
505031098,13.2,13.0
505031099,11.6,11.3
505031100,6.1,6.0
505031101,11.3,11.0
505031102,20.5,20.2
505031103,3.8,3.7
505031104,11.1,11.0
505031105,4.9,4.8
505031107,3.2,3.2
505031108,6.4,6.4
505031255,0.0,0.0
505031256,0.0,0.0
505031257,0.0,0.0
505031258,0.0,0.0
506011110,21.2,23.7
506011112,17.4,19.2
506011113,2.2,2.4
506011114,14.1,15.6
506011115,5.0,5.4
506011116,3.4,3.6
506011117,10.5,11.5
506021118,7.6,8.1
506021119,6.3,6.7
506021122,7.3,7.9
506021123,4.8,5.2
506031124,8.1,8.8
506031125,3.0,3.0
506031127,7.6,8.3
506031128,6.4,6.9
506031129,2.9,3.2
506031131,2.8,3.1
506041132,11.5,12.2
506041133,3.3,3.5
506041134,15.4,16.8
506041135,5.5,5.9
506041136,12.6,13.6
506041137,8.0,8.6
506051138,6.1,6.5
506051139,5.8,6.4
506051140,4.0,4.4
506051141,3.1,3.3
506061142,4.8,5.3
506061143,3.5,3.8
506061144,4.3,5.0
506071145,3.9,4.1
506071146,4.5,5.1
506071147,3.0,3.2
507011148,3.1,3.2
507011152,3.2,3.1
507011153,9.1,9.0
507011154,11.5,11.7
507011158,1.2,1.3
507011159,8.1,8.1
507011160,9.1,9.0
507011161,4.0,4.1
507011163,6.8,6.9
507011259,4.6,4.7
507011260,3.1,3.1
507021164,3.0,3.2
507021165,7.6,8.0
507021166,6.6,6.8
507031169,5.4,5.4
507031170,21.5,21.3
507031174,19.7,19.9
507031261,4.2,4.2
507041175,2.0,1.9
507041176,2.9,2.9
507041177,3.7,3.7
507041178,2.5,2.6
507041179,2.9,2.8
507041180,2.3,2.3
507041181,2.5,2.5
507041182,3.8,3.8
507041183,10.6,10.3
507041184,2.2,2.2
507051185,4.8,4.8
507051186,17.6,17.5
507051187,9.1,9.1
507051188,13.7,13.8
507051190,10.1,9.9
507051191,5.1,5.0
507051192,10.0,10.0
507051193,12.8,12.7
509011225,4.5,4.3
509011226,1.9,1.9
509011227,2.9,2.9
509011228,3.7,3.6
509011229,2.2,2.1
509011230,5.5,5.3
509011231,3.1,3.1
509011232,2.0,2.0
509011233,4.6,4.5
509011234,4.7,4.5
509021236,1.7,1.6
509021237,4.7,4.6
509021238,3.7,3.6
509021239,3.3,3.1
509021240,2.9,2.7
509021241,3.4,3.3
509021242,2.9,2.9
509021243,6.9,6.7
509021244,4.2,4.0
509021245,3.9,3.8
509031246,4.2,3.9
509031247,2.2,2.0
509031248,2.6,2.4
509031249,4.9,4.9
509031250,2.7,2.7
510011262,9.2,9.3
510011263,29.5,30.3
510011264,33.8,36.9
510011265,10.1,10.9
510011266,10.7,13.0
510021267,0.0,0.0
510021268,9.5,9.8
510021269,2.9,3.2
510021270,7.2,7.6
510031271,0.7,0.7
510031272,3.0,3.1
510031273,4.1,4.3
511011274,4.3,4.3
511011275,2.9,3.1
511021276,13.1,14.3
511021277,3.2,3.4
511031278,6.5,6.6
511031279,4.9,5.0
511031280,2.4,2.5
511031282,7.5,7.7
511031283,15.9,16.1
511041285,13.8,13.8
511041286,13.4,13.2
511041287,5.3,5.4
511041288,3.9,3.8
511041289,5.3,5.2
511041290,16.1,16.6
511041291,5.4,5.8
511041292,8.3,8.5
601011001,28.1,28.9
601011002,5.1,5.3
601011003,2.4,2.5
601021004,3.9,4.1
601021005,2.0,2.1
601021006,3.8,3.9
601021007,2.3,2.5
601021008,3.6,3.6
601021009,12.9,13.5
601021010,16.4,17.5
601021011,14.2,14.8
601021012,2.0,2.1
601031013,4.8,5.0
601031014,9.4,9.2
601031015,9.9,10.2
601031016,11.6,12.0
601031017,13.2,13.6
601031018,6.4,6.6
601031019,11.0,11.1
601031020,12.2,12.5
601031021,9.4,10.1
601041022,4.8,4.9
601041023,3.5,3.5
601041024,2.8,3.0
601041026,2.6,2.7
601051027,6.9,7.3
601051028,3.1,3.4
601051029,2.3,2.5
601051030,5.9,6.3
601051031,2.1,2.1
601051032,4.2,4.5
601051033,3.1,3.3
601061034,6.4,6.7
601061035,4.2,4.3
602011036,13.1,13.2
602011037,6.4,6.4
602011038,7.9,8.0
602011039,2.4,2.4
602011040,12.4,12.3
602011041,11.5,11.7
602011042,4.3,4.3
602011043,2.7,2.8
602011044,3.2,3.3
602011045,20.4,20.6
602011046,3.6,3.6
602011047,6.8,7.1
602011048,5.3,5.5
602011049,3.3,3.4
602011050,8.1,8.5
602011051,3.5,3.8
602011052,3.2,3.4
602021053,9.1,9.4
602021054,5.1,5.3
602021055,4.2,4.4
602021056,2.3,2.4
602021057,4.1,4.4
602031058,4.1,4.0
602031059,10.1,10.6
602031060,5.2,5.2
602031061,6.0,6.1
602031062,3.3,3.4
602031064,9.4,10.0
602031099,0.0,0.0
602031100,0.0,0.0
603011065,6.8,7.0
603011066,5.3,5.5
603011067,4.8,4.9
603021069,3.6,3.8
603021070,6.8,7.5
603021071,7.4,8.0
603021072,5.3,5.5
603031073,5.9,6.1
603031074,4.3,4.7
604011075,9.5,9.0
604011076,3.7,3.7
604011077,12.4,11.8
604011078,7.8,7.6
604011079,4.0,4.0
604011080,6.0,5.8
604011081,6.0,5.7
604011082,6.4,6.2
604011083,6.7,6.6
604011084,6.0,6.0
604021085,9.4,9.1
604021086,12.0,11.5
604021087,4.8,4.5
604021088,3.8,3.4
604021089,3.1,3.1
604021090,3.6,3.5
604021091,5.0,5.0
604021092,2.5,2.4
604031093,1.6,1.5
604031094,2.9,2.9
604031095,5.0,4.8
604031096,4.8,4.8
604031097,9.4,9.5
701011002,3.5,3.6
701011004,1.7,1.6
701011005,1.8,1.7
701011006,8.3,8.5
701011007,2.3,2.4
701011008,2.8,2.9
701011009,2.0,2.0
701021010,4.9,5.4
701021011,3.7,3.6
701021012,17.2,17.8
701021013,5.0,5.0
701021016,7.0,7.2
701021018,5.4,5.4
701021019,7.9,7.7
701021020,2.8,2.9
701021021,0.7,0.6
701021022,7.4,7.8
701021023,5.2,5.1
701021024,4.6,4.5
701021025,3.9,3.9
701021026,2.9,2.8
701021027,5.2,4.9
701021028,5.3,5.2
701021029,4.9,5.3
701021030,4.2,4.4
701031031,0.9,1.0
701031032,2.8,2.8
701031034,2.6,2.8
701031035,3.9,3.9
701041036,3.6,3.8
701041037,6.6,6.6
701041038,1.9,1.8
701041039,15.8,16.8
701041040,18.8,20.1
701041041,2.6,2.5
701041042,1.3,1.3
701041043,1.8,1.9
701041044,7.3,7.4
702011045,8.2,8.4
702011046,1.5,1.5
702011047,1.3,1.3
702011048,1.3,1.3
702011049,0.6,0.6
702011050,2.3,2.3
702011051,1.2,1.2
702011052,6.9,7.2
702011053,13.5,13.6
702011054,10.0,9.8
702021055,7.7,7.8
702021056,5.9,6.3
702031057,2.4,2.3
702031058,7.5,7.7
702031059,10.0,10.3
702031060,12.9,12.7
702031061,13.3,13.6
702041062,5.1,5.2
702041063,10.8,11.2
702041064,1.5,1.4
702051065,6.9,7.2
702051066,12.4,12.8
702051067,2.6,2.8
702051068,6.6,6.7
801011001,4.1,4.3
801011002,3.8,4.0
801011003,2.6,2.7
801011004,12.3,12.9
801011005,2.2,2.7
801011006,4.3,4.3
801011007,4.2,4.4
801011008,6.1,6.1
801011009,3.6,3.6
801011010,3.9,3.9
801011011,2.5,2.4
801011013,4.3,4.2
801011014,3.6,3.6
801011015,8.0,8.2
801011016,3.4,3.7
801011017,4.1,3.9
801011018,1.4,1.6
801011019,4.1,4.2
801011020,5.2,5.7
801011021,3.7,3.3
801011022,5.1,5.2
801011023,5.9,6.1
801011024,6.2,6.2
801011025,6.5,6.8
801011026,1.3,1.6
801031113,26.2,25.2
801031115,0.0,0.0
801041034,3.2,3.1
801041035,2.5,2.4
801041036,1.6,1.8
801041037,1.1,1.2
801041038,1.8,1.7
801041039,2.2,1.9
801041040,4.0,4.3
801041043,6.1,6.1
801041044,1.7,1.6
801041046,3.3,3.3
801041047,1.6,1.6
801041048,4.1,3.9
801041118,0.0,0.0
801041120,0.0,0.0
801041122,0.0,0.0
801051049,0.8,0.8
801051050,5.1,5.4
801051051,2.3,2.4
801051053,1.7,2.0
801051054,3.9,4.0
801051055,4.7,4.8
801051056,2.8,2.9
801051057,3.7,3.7
801051058,3.4,3.4
801051060,4.2,4.1
801051061,4.4,4.9
801051124,0.0,0.0
801051125,0.0,0.0
801051127,5.8,6.5
801061062,1.4,1.3
801061063,0.2,0.2
801061064,2.4,3.0
801061067,4.6,4.5
801061069,1.1,1.2
801061070,1.8,2.0
801061129,0.0,0.0
801061131,0.0,0.0
801071071,4.0,4.1
801071072,3.6,3.8
801071073,3.1,3.2
801071074,4.9,4.7
801071075,3.5,3.6
801071076,1.6,1.6
801071077,4.7,5.0
801071078,3.8,3.9
801071079,4.4,4.4
801071080,4.3,4.5
801071081,4.4,4.4
801071082,5.5,5.6
801071083,1.5,1.9
801071084,3.9,4.0
801071086,6.6,6.6
801071087,6.6,6.7
801071088,4.5,4.7
801071090,4.2,4.4
801081091,1.2,1.2
801081092,4.4,4.8
801081093,3.3,3.4
801081094,2.6,2.7
801081095,4.5,4.5
801081096,4.2,4.0
801081097,3.8,3.7
801081098,2.5,2.5
801091099,4.4,4.4
801091100,2.3,2.4
801091101,1.7,1.8
801091102,1.3,1.4
801091103,2.6,2.6
801091104,1.6,1.5
801091105,4.4,4.2
801091106,3.1,3.1
801091107,0.4,0.4
801091108,1.8,2.0
801091109,4.1,4.1
801091110,3.3,3.5
801101135,0.0,0.0
801101136,0.0,0.0
801101139,0.0,0.0
801111140,0.0,0.0
